skin_color;age;sex;complement;death_type;city;neighborhood;date;hour
Parda;23.0;Masculino;Homicídio;PAF;Arapiraca;Capiatã;19/10/2017;19
Parda;20.0;Masculino;Homicídio;PAF;São Miguel dos Campos;Centro;20/10/2017;10
Preta;29.0;Masculino;Homicídio;PAF;Maceió;Jacintinho;20/10/2017;21
Parda;63.0;Masculino;Homicídio;PAF;Arapiraca;Vila São José;21/10/2017;04
Branca;NA;Masculino;Homicídio;PAF;Coqueiro Seco;Centro;21/10/2017;09
Parda;41.0;Masculino;Homicídio;PAF;Maceió;Farol;21/10/2017;10
Branca;19.0;Masculino;Homicídio;PAF;Marechal Deodoro;Francês;21/10/2017;14
Branca;16.0;Masculino;Homicídio;PAF;Marechal Deodoro;Francês;21/10/2017;14
Parda;64.0;Masculino;Homicídio;PAF;Maceió;Cidade Universitária;21/10/2017;14
Parda;26.0;Masculino;Homicídio;PAF;Palmeira dos Índios;Palmeira de Fora;21/10/2017;19
Parda;18.0;Masculino;Homicídio;BRANCA;Maceió;Ipioca;21/10/2017;20
Parda;52.0;Masculino;Homicídio;BRANCA;Maceió;Barro Duro;21/10/2017;21
Parda;33.0;Masculino;Homicídio;PAF;Maceió;Fernão Velho;21/10/2017;22
Parda;43.0;Masculino;Homicídio;BRANCA;União dos Palmares;Zona Rural;22/10/2017;01
Parda;27.0;Feminino;Homicídio;PAF;Penedo;Dom Constantino;22/10/2017;09
Parda;23.0;Masculino;Homicídio;PAF;Maceió;Trapiche da Barra;22/10/2017;16
Parda;20.0;Masculino;Homicídio;PAF;São Luís do Quitunde;Zona Rural;22/10/2017;17
Parda;33.0;Masculino;Homicídio;PAF;Maceió;Cidade Universitária;22/10/2017;19
Parda;26.0;Masculino;Homicídio;PAF;Penedo;Zona Rural;22/10/2017;19
Parda;29.0;Feminino;Feminicídio;PAF;Palmeira dos Índios;Zona Rural;22/10/2017;20
Parda;21.0;Masculino;Homicídio;PAF;Murici;Zona Rural;22/10/2017;21
Parda;35.0;Masculino;Homicídio;BRANCA;Arapiraca;Povoado Canaã;23/10/2017;03
Parda;14.0;Masculino;Resistência com Resultado Morte;PAF;Lagoa da Canoa;Centro;23/10/2017;05
Branca;24.0;Masculino;Resistência com Resultado Morte;PAF;Lagoa da Canoa;Centro;23/10/2017;05
Branca;24.0;Masculino;Homicídio;PAF;Rio Largo;Mata do Rolo;23/10/2017;09
Parda;22.0;Masculino;Homicídio;PAF;Olho d Água das Flores;Zona Rural;23/10/2017;18
Parda;18.0;Masculino;Homicídio;PAF;Maceió;Cidade Universitária;24/10/2017;01
Parda;31.0;Masculino;Homicídio;PAF;Coruripe;Zona Rural;24/10/2017;19
Parda;37.0;Masculino;Homicídio;PAF;Coruripe;Zona Rural;24/10/2017;19
Parda;59.0;Masculino;Homicídio;ESPANCAMENTO;Senador Rui Palmeira;Zona Rural;25/10/2017;01
Parda;37.0;Masculino;Homicídio;PAF;Arapiraca;Sítio Laranjal;25/10/2017;06
NI;NA;Masculino;Homicídio;BRANCA;Rio Largo;Zona Rural;25/10/2017;16
Preta;23.0;Masculino;Roubo com Resultado Morte;BRANCA;Flexeiras;Centro;25/10/2017;18
Parda;15.0;Masculino;Homicídio;PAF;Penedo;Zona Rural;25/10/2017;21
Parda;23.0;Masculino;Homicídio;PAF;Maceió;Cidade Universitária;26/10/2017;03
Parda;28.0;Masculino;Homicídio;PAF;Maragogi;Zona Rural;26/10/2017;05
Parda;23.0;Masculino;Homicídio;PAF;Anadia;Zona Rural;26/10/2017;16
Parda;34.0;Masculino;Homicídio;PAF;Maragogi;Zona Rural;26/10/2017;17
Parda;17.0;Masculino;Homicídio;PAF;Maceió;Cidade Universitária;26/10/2017;19
Preta;22.0;Masculino;Homicídio;PAF;União dos Palmares;Roberto Correia de Araújo;26/10/2017;20
Parda;21.0;Feminino;Homicídio;PAF;Maceió;Cidade Universitária;27/10/2017;04
NI;22.0;Masculino;Homicídio;PAF;Maceió;Cidade Universitária;27/10/2017;04
Parda;57.0;Masculino;Homicídio;PAF;Maceió;Cidade Universitária;27/10/2017;04
Branca;26.0;Feminino;Feminicídio;PAF;Delmiro Gouveia;Centro;27/10/2017;09
Parda;18.0;Masculino;Homicídio;PAF;Maceió;Jacintinho;27/10/2017;10
Parda;17.0;Masculino;Homicídio;PAF;Maceió;Feitosa;27/10/2017;17
Parda;70.0;Masculino;Roubo com Resultado Morte;ESPANCAMENTO;Colônia Leopoldina;Zona Rural;27/10/2017;22
Parda;32.0;Masculino;Homicídio;BRANCA;Piaçabuçu;Zona Rural;28/10/2017;07
Parda;21.0;Masculino;Homicídio;PAF;Maceió;Tabuleiro do Martins;28/10/2017;09
Parda;35.0;Masculino;Homicídio;PAF;São Sebastião;Zona Rural;28/10/2017;13
Parda;NA;Masculino;Homicídio;PAF;Matriz de Camaragibe;Zona Rural;28/10/2017;14
Parda;27.0;Masculino;Homicídio;PAF;Maceió;Benedito Bentes;28/10/2017;15
Parda;49.0;Masculino;Homicídio;PAF;São Sebastião;Zona Rural;28/10/2017;17
Parda;29.0;Masculino;Homicídio;PAF;Maceió;Ipioca;28/10/2017;19
Parda;27.0;Masculino;Homicídio;PAF/B;Rio Largo;Mata do Rolo;28/10/2017;21
Parda;18.0;Masculino;Homicídio;PAF;Maceió;Pescaria;28/10/2017;23
Parda;42.0;Masculino;Homicídio;BRANCA;Arapiraca;Zélia Barbosa Rocha;29/10/2017;15
Parda;35.0;Masculino;Homicídio;ESPANCAMENTO;Maceió;Santos Dumont;29/10/2017;18
Parda;25.0;Masculino;Homicídio;BRANCA;Maceió;Santos Dumont;30/10/2017;00
Parda;29.0;Masculino;Homicídio;BRANCA;Jequiá da Praia;Zona Rural;30/10/2017;14
Parda;18.0;Masculino;Homicídio;PAF;Maceió;Benedito Bentes;30/10/2017;14
Branca;47.0;Masculino;Homicídio;PAF;Igreja Nova;Zona Rural;30/10/2017;15
Parda;19.0;Masculino;Homicídio;BRANCA;Maragogi;Zona Rural;30/10/2017;16
Parda;20.0;Masculino;Homicídio;BRANCA;Maragogi;Centro;30/10/2017;16
Parda;25.0;Masculino;Resistência com Resultado Morte;PAF;Palmeira dos Índios;Zona Rural;30/10/2017;20
Preta;26.0;Masculino;Homicídio;PAF;Lagoa da Canoa;Zona Rural;31/10/2017;01
Parda;22.0;Masculino;Homicídio;PAF;Porto Calvo;Zona Rural;31/10/2017;07
Parda;20.0;Masculino;Homicídio;PAF;Porto Calvo;Centro;31/10/2017;08
Parda;16.0;Masculino;Homicídio;OUTROS;Maceió;Vergel do Lago;31/10/2017;09
Parda;24.0;Masculino;Homicídio;PAF/B;Maceió;Benedito Bentes;31/10/2017;22
Parda;37.0;Masculino;Homicídio;PAF;Rio Largo;Mata do Rolo;01/11/2017;12
Parda;49.0;Masculino;Homicídio;BRANCA;Maceió;Santos Dumont;01/11/2017;21
Parda;38.0;Masculino;Homicídio;ESPANCAMENTO;Arapiraca;Olho d Água dos Cazuzinhos;02/11/2017;00
Branca;40.0;Feminino;Feminicídio;ESPANCAMENTO;Igreja Nova;Centro;02/11/2017;04
Parda;16.0;Masculino;Homicídio;PAF;Palmeira dos Índios;Vila Maria;02/11/2017;07
Preta;26.0;Masculino;Homicídio;PAF;Arapiraca;Sítio Bom Jardim;02/11/2017;09
Parda;28.0;Masculino;Homicídio;BRANCA;Coqueiro Seco;Zona Rural;02/11/2017;10
Parda;18.0;Masculino;Resistência com Resultado Morte;PAF;São Miguel dos Campos;Centro;02/11/2017;12
Parda;23.0;Masculino;Homicídio;PAF;Maceió;Cidade Universitária;02/11/2017;22
Parda;24.0;Masculino;Homicídio;PAF;Maceió;Cidade Universitária;03/11/2017;01
Parda;23.0;Masculino;Homicídio;PAF;Boca da Mata;Centro;03/11/2017;10
Parda;31.0;Masculino;Homicídio;PAF;Maceió;Chã de Bebedouro;03/11/2017;11
Parda;16.0;Masculino;Resistência com Resultado Morte;PAF;Maceió;Clima Bom;03/11/2017;16
Parda;26.0;Masculino;Resistência com Resultado Morte;PAF;Maceió;Clima Bom;03/11/2017;16
Branca;66.0;Masculino;Roubo com Resultado Morte;BRANCA;Teotônio Vilela;Centro;03/11/2017;19
Parda;27.0;Masculino;Homicídio;NI;Santa Luzia do Norte;Centro;03/11/2017;19
Branca;21.0;Masculino;Homicídio;PAF;Marechal Deodoro;Zona Rural;04/11/2017;00
Parda;29.0;Masculino;Homicídio;PAF;Lagoa da Canoa;Centro;04/11/2017;15
Parda;18.0;Masculino;Homicídio;PAF;Lagoa da Canoa;Centro;04/11/2017;15
Parda;86.0;Feminino;Feminicídio;BRANCA;Joaquim Gomes;Zona Rural;04/11/2017;18
Parda;50.0;Masculino;Homicídio;BRANCA;Joaquim Gomes;Zona Rural;04/11/2017;18
NI;NA;Masculino;Homicídio;BRANCA;Colônia Leopoldina;Zona Rural;04/11/2017;20
Parda;22.0;Masculino;Homicídio;PAF;Teotônio Vilela;Centro;04/11/2017;22
Parda;23.0;Masculino;Homicídio;PAF;Arapiraca;Bom Sucesso;04/11/2017;23
Parda;29.0;Masculino;Lesão Corporal Seguida de Morte;ESPANCAMENTO;São Luís do Quitunde;Zona Rural;04/11/2017;23
Parda;37.0;Masculino;Homicídio;NI;Porto Calvo;Centro;05/11/2017;00
Parda;30.0;Masculino;Homicídio;ESPANCAMENTO;Maceió;Benedito Bentes;05/11/2017;00
Parda;55.0;Masculino;Homicídio;BRANCA;Maceió;Jacintinho;05/11/2017;09
Parda;24.0;Masculino;Homicídio;PAF;Maceió;Barro Duro;05/11/2017;10
Preta;16.0;Masculino;Homicídio;PAF;Murici;Zona Rural;05/11/2017;11
Parda;17.0;Masculino;Homicídio;PAF;Batalha;Centro;05/11/2017;16
Parda;17.0;Masculino;Homicídio;PAF;Barra de Santo Antônio;Centro;05/11/2017;18
Parda;22.0;Masculino;Homicídio;PAF;Barra de São Miguel;Centro;05/11/2017;19
Preta;16.0;Masculino;Homicídio;PAF;União dos Palmares;Santa Fé;05/11/2017;20
Parda;38.0;Feminino;Feminicídio;PAF;Batalha;Centro;05/11/2017;21
Parda;17.0;Masculino;Homicídio;PAF;Arapiraca;Cacimbas;05/11/2017;22
Parda;18.0;Masculino;Resistência com Resultado Morte;PAF;Maceió;Gruta de Lourdes;05/11/2017;23
Parda;75.0;Masculino;Homicídio;BRANCA;Arapiraca;Alto do Cruzeiro;06/11/2017;08
Parda;35.0;Masculino;Homicídio;BRANCA;Marechal Deodoro;Zona Rural;06/11/2017;11
Preta;30.0;Masculino;Roubo com Resultado Morte;PAF;Penedo;Centro;06/11/2017;19
Parda;32.0;Masculino;Homicídio;PAF;Maceió;Chã da Jaqueira;07/11/2017;10
NI;16.0;Masculino;Homicídio;PAF;União dos Palmares;Bairro não Informado;08/11/2017;20
Parda;20.0;Masculino;Homicídio;BRANCA;Quebrangulo;Centro;09/11/2017;01
Parda;61.0;Masculino;Homicídio;PAF;Batalha;Centro;09/11/2017;13
NI;NA;Masculino;Homicídio;PAF;São Luís do Quitunde;Zona Rural;09/11/2017;15
Parda;22.0;Masculino;Homicídio;PAF;Arapiraca;Primavera;10/11/2017;01
Parda;17.0;Masculino;Homicídio;PAF;Arapiraca;Zélia Barbosa Rocha;10/11/2017;02
Parda;23.0;Masculino;Homicídio;PAF;Arapiraca;Zélia Barbosa Rocha;10/11/2017;02
Parda;31.0;Masculino;Homicídio;ESPANCAMENTO;Maceió;Guaxuma;10/11/2017;19
Parda;30.0;Masculino;Roubo com Resultado Morte;PAF;Coruripe;Zona Rural;10/11/2017;19
Parda;42.0;Masculino;Homicídio;PAF;Feira Grande;Zona Rural;11/11/2017;03
Parda;41.0;Masculino;Homicídio;BRANCA;Joaquim Gomes;Zona Rural;11/11/2017;05
Parda;49.0;Masculino;Homicídio;BRANCA;Joaquim Gomes;Zona Rural;11/11/2017;05
Parda;38.0;Masculino;Homicídio;BRANCA;Joaquim Gomes;Zona Rural;11/11/2017;05
Parda;16.0;Masculino;Homicídio;PAF;Matriz de Camaragibe;Zona Rural;11/11/2017;06
NI;21.0;Masculino;Homicídio;PAF;Maceió;Jacintinho;11/11/2017;21
Parda;34.0;Feminino;Homicídio;PAF;Maceió;Cidade Universitária;11/11/2017;23
Parda;12.0;Feminino;Homicídio;PAF;Maceió;Tabuleiro do Martins;11/11/2017;23
Parda;16.0;Masculino;Homicídio;BRANCA;Maceió;Antares;12/11/2017;00
Parda;26.0;Masculino;Homicídio;PAF;Maceió;Benedito Bentes;12/11/2017;04
Parda;50.0;Masculino;Homicídio;BRANCA;São José da Tapera;Centro;12/11/2017;17
Parda;16.0;Masculino;Homicídio;PAF;Maceió;Ponta Grossa;12/11/2017;18
Parda;63.0;Masculino;Homicídio;PAF;Taquarana;Zona Rural;12/11/2017;19
Branca;25.0;Masculino;Homicídio;PAF;Maceió;Santa Lúcia;12/11/2017;21
Branca;35.0;Masculino;Homicídio;PAF;Maravilha;Zona Rural;12/11/2017;23
Parda;20.0;Masculino;Homicídio;PAF;Santana do Mundaú;Zona Rural;12/11/2017;23
Parda;40.0;Masculino;Lesão Corporal Seguida de Morte;ESPANCAMENTO;Capela;Centro;13/11/2017;08
NI;0.0;Masculino;Homicídio;NI;São José da Tapera;Zona Rural;13/11/2017;17
Parda;19.0;Masculino;Homicídio;PAF;Maceió;Jacintinho;14/11/2017;01
Parda;35.0;Masculino;Resistência com Resultado Morte;PAF;Messias;Zona Rural;14/11/2017;04
Parda;17.0;Masculino;Homicídio;PAF;Maceió;Tabuleiro do Martins;14/11/2017;10
Parda;26.0;Feminino;Feminicídio;BRANCA;Rio Largo;Utinga Leão;14/11/2017;12
Parda;19.0;Masculino;Homicídio;PAF/B;Maceió;Vergel do Lago;14/11/2017;16
Parda;21.0;Masculino;Homicídio;PAF;Maceió;Cidade Universitária;14/11/2017;18
Parda;19.0;Masculino;Homicídio;PAF;Maceió;Ipioca;14/11/2017;19
Parda;19.0;Masculino;Homicídio;PAF;Maceió;Cidade Universitária;15/11/2017;08
Parda;40.0;Masculino;Homicídio;PAF/B;São Luís do Quitunde;Zona Rural;15/11/2017;10
Parda;19.0;Masculino;Homicídio;PAF;São Sebastião;Centro;15/11/2017;12
Preta;33.0;Masculino;Homicídio;PAF/B;Joaquim Gomes;Zona Rural;15/11/2017;14
Parda;21.0;Masculino;Homicídio;PAF;União dos Palmares;Nova Esperança;15/11/2017;22
Parda;18.0;Masculino;Homicídio;PAF;Maceió;Ponta Grossa;16/11/2017;03
Parda;33.0;Masculino;Resistência com Resultado Morte;PAF;Maceió;Cidade Universitária;16/11/2017;11
Parda;38.0;Masculino;Roubo com Resultado Morte;PAF;Barra de São Miguel;Centro;16/11/2017;12
Parda;31.0;Masculino;Homicídio;PAF;Campo Alegre;Centro;16/11/2017;13
Parda;20.0;Masculino;Homicídio;NI;Penedo;Dom Constantino;16/11/2017;16
Parda;35.0;Masculino;Homicídio;QUEIMADURA;Arapiraca;Senador Nilo Coelho;16/11/2017;19
Parda;45.0;Masculino;Homicídio;PAF;Arapiraca;Brasília;16/11/2017;19
Parda;25.0;Masculino;Homicídio;PAF;Colônia Leopoldina;Centro;16/11/2017;20
Parda;36.0;Masculino;Homicídio;PAF;Roteiro;Centro;18/11/2017;03
Branca;33.0;Masculino;Homicídio;PAF;Maceió;Santos Dumont;18/11/2017;11
Preta;25.0;Masculino;Homicídio;PAF;Maceió;Bom Parto;18/11/2017;17
Parda;60.0;Masculino;Homicídio;PAF;Arapiraca;Brasília;18/11/2017;19
Parda;22.0;Masculino;Homicídio;PAF;Barra de São Miguel;Centro;18/11/2017;20
Parda;22.0;Masculino;Homicídio;PAF;Rio Largo;Tabuleiro do Pinto;18/11/2017;20
Parda;24.0;Masculino;Homicídio;PAF;União dos Palmares;Zona Rural;18/11/2017;23
Parda;36.0;Masculino;Homicídio;BRANCA;Maceió;Trapiche da Barra;18/11/2017;23
Parda;18.0;Masculino;Homicídio;PAF;Maceió;Cidade Universitária;19/11/2017;02
Parda;18.0;Masculino;Homicídio;PAF;Maragogi;Centro;19/11/2017;08
NI;NA;Masculino;Homicídio;PAF;São Sebastião;Zona Rural;19/11/2017;10
Parda;NA;Masculino;Homicídio;PAF;Piaçabuçu;Zona Rural;19/11/2017;10
Parda;NA;Masculino;Homicídio;PAF;Piaçabuçu;Zona Rural;19/11/2017;10
Parda;33.0;Masculino;Homicídio;PAF;Maceió;Chã de Bebedouro;19/11/2017;19
Parda;46.0;Masculino;Homicídio;PAF;Inhapi;Zona Rural;19/11/2017;22
Parda;17.0;Masculino;Homicídio;PAF;Santana do Ipanema;Centro;19/11/2017;22
Parda;14.0;Masculino;Homicídio;PAF;Penedo;Zona Rural;19/11/2017;23
Preta;21.0;Masculino;Homicídio;ESPANCAMENTO;Maceió;Cidade Universitária;20/11/2017;00
Parda;16.0;Masculino;Homicídio;BRANCA;Maragogi;Zona Rural;20/11/2017;07
Parda;27.0;Masculino;Homicídio;PAF;Penedo;Dom Constantino;20/11/2017;16
Parda;17.0;Masculino;Homicídio;PAF;Roteiro;Centro;20/11/2017;23
Parda;27.0;Masculino;Homicídio;PAF;Maceió;Bebedouro;21/11/2017;20
Branca;16.0;Masculino;Homicídio;PAF;Coqueiro Seco;Zona Rural;22/11/2017;07
Parda;17.0;Masculino;Homicídio;PAF;Maceió;Benedito Bentes;22/11/2017;14
Parda;22.0;Masculino;Homicídio;BRANCA;Maceió;Benedito Bentes;23/11/2017;03
Parda;20.0;Masculino;Homicídio;PAF;Maceió;Petrópolis;23/11/2017;16
Parda;16.0;Masculino;Homicídio;BRANCA;São Sebastião;Centro;24/11/2017;09
Parda;51.0;Feminino;Feminicídio;BRANCA;Atalaia;Centro;24/11/2017;15
Parda;20.0;Masculino;Homicídio;ESPANCAMENTO;Rio Largo;Centro;24/11/2017;19
Parda;36.0;Masculino;Homicídio;PAF;Belém;Centro;24/11/2017;19
Parda;18.0;Masculino;Homicídio;PAF;Barra de Santo Antônio;Centro;24/11/2017;19
Parda;20.0;Masculino;Homicídio;BRANCA;Penedo;Centro;24/11/2017;20
Branca;74.0;Masculino;Homicídio;PAF/B;Major Isidoro;Zona Rural;24/11/2017;22
Parda;33.0;Feminino;Homicídio;PAF;São Sebastião;Centro;25/11/2017;02
Parda;35.0;Masculino;Homicídio;PAF;Maceió;Prado;25/11/2017;03
Parda;40.0;Masculino;Homicídio;PAF;Lagoa da Canoa;Zona Rural;25/11/2017;15
Parda;20.0;Masculino;Homicídio;PAF;Maceió;Tabuleiro do Martins;25/11/2017;20
Parda;24.0;Masculino;Homicídio;PAF;Maceió;Tabuleiro do Martins;26/11/2017;05
Preta;21.0;Masculino;Homicídio;PAF/B;Maceió;Benedito Bentes;26/11/2017;15
Parda;18.0;Masculino;Homicídio;PAF;Maceió;Jacintinho;26/11/2017;15
Branca;39.0;Masculino;Homicídio;PAF;Palmeira dos Índios;Vila Maria;26/11/2017;19
Preta;25.0;Masculino;Homicídio;PAF/B;Pilar;Zona Rural;26/11/2017;20
Parda;25.0;Masculino;Homicídio;BRANCA;União dos Palmares;Zona Rural;26/11/2017;22
Parda;30.0;Masculino;Homicídio;PAF;Craíbas;Zona Rural;27/11/2017;00
Parda;23.0;Masculino;Roubo com Resultado Morte;BRANCA;Feira Grande;Zona Rural;27/11/2017;07
Parda;58.0;Masculino;Roubo com Resultado Morte;PAF;Arapiraca;Zona Rural Oeste;28/11/2017;06
Parda;16.0;Masculino;Homicídio;PAF;Olho d Água das Flores;Zona Rural;28/11/2017;07
Parda;25.0;Feminino;Homicídio;ESPANCAMENTO;Messias;Zona Rural;29/11/2017;05
Parda;34.0;Masculino;Homicídio;PAF;Arapiraca;Sítio Cangandu;29/11/2017;18
Parda;21.0;Masculino;Homicídio;PAF;Pilar;Chã do Pilar;29/11/2017;19
Parda;19.0;Masculino;Homicídio;PAF;Pilar;Chã do Pilar;29/11/2017;19
Parda;38.0;Masculino;Homicídio;PAF;Maceió;Tabuleiro do Martins;29/11/2017;22
Parda;24.0;Masculino;Homicídio;PAF;Boca da Mata;Zona Rural;30/11/2017;04
Parda;13.0;Feminino;Homicídio;PAF;Maceió;Cidade Universitária;30/11/2017;12
Parda;43.0;Feminino;Homicídio;PAF;Maceió;Barro Duro;30/11/2017;14
Parda;51.0;Masculino;Homicídio;BRANCA;Delmiro Gouveia;Zona Rural;30/11/2017;17
Parda;29.0;Masculino;Homicídio;PAF;Batalha;Zona Rural;30/11/2017;19
Parda;13.0;Feminino;Homicídio;PAF;Pilar;Chã do Pilar;30/11/2017;21
Parda;26.0;Masculino;Homicídio;PAF;Arapiraca;Jardim Tropical;01/12/2017;05
Parda;19.0;Masculino;Homicídio;BRANCA;Maceió;Benedito Bentes;01/12/2017;18
Branca;24.0;Masculino;Homicídio;BRANCA;Boca da Mata;Zona Rural;01/12/2017;22
Parda;28.0;Feminino;Homicídio;BRANCA;Piranhas;Centro;01/12/2017;23
Parda;22.0;Masculino;Homicídio;PAF;Coruripe;Zona Rural;02/12/2017;08
Parda;32.0;Masculino;Homicídio;PAF;Piaçabuçu;Centro;02/12/2017;09
Parda;19.0;Masculino;Homicídio;PAF;Murici;Zona Rural;02/12/2017;10
Parda;33.0;Masculino;Homicídio;PAF;União dos Palmares;Santa Fé;02/12/2017;18
Parda;25.0;Masculino;Homicídio;PAF;Rio Largo;Mata do Rolo;03/12/2017;10
Parda;26.0;Masculino;Homicídio;PAF;Rio Largo;Mata do Rolo;03/12/2017;10
Parda;25.0;Masculino;Homicídio;PAF;Feliz Deserto;Centro;03/12/2017;10
Parda;22.0;Masculino;Homicídio;PAF;Matriz de Camaragibe;Centro;03/12/2017;19
Parda;26.0;Masculino;Homicídio;BRANCA;Pilar;Centro;03/12/2017;21
Parda;20.0;Masculino;Homicídio;PAF;Rio Largo;Zona Rural;03/12/2017;22
Parda;29.0;Masculino;Homicídio;BRANCA;Mar Vermelho;Centro;04/12/2017;00
Parda;42.0;Masculino;Homicídio;PAF;Arapiraca;Sítio Barreiras;04/12/2017;10
Parda;22.0;Masculino;Homicídio;PAF;Colônia Leopoldina;Centro;04/12/2017;13
Parda;47.0;Masculino;Homicídio;PAF;Belém;Zona Rural;04/12/2017;13
Parda;29.0;Masculino;Homicídio;PAF;Campo Alegre;Centro;04/12/2017;22
Branca;18.0;Feminino;Homicídio;ESPANCAMENTO;Maceió;Cidade Universitária;05/12/2017;00
Parda;24.0;Masculino;Homicídio;PAF;Maceió;Benedito Bentes;05/12/2017;09
Parda;27.0;Masculino;Homicídio;PAF;Igaci;Zona Rural;05/12/2017;10
Parda;19.0;Masculino;Homicídio;BRANCA;Capela;Centro;05/12/2017;12
Parda;NA;Masculino;Homicídio;PAF;Junqueiro;Zona Rural;05/12/2017;12
Parda;21.0;Masculino;Homicídio;ESPANCAMENTO;Maceió;Vergel do Lago;05/12/2017;15
Parda;20.0;Masculino;Homicídio;PAF;Maceió;Santa Lúcia;05/12/2017;16
Parda;29.0;Masculino;Resistência com Resultado Morte;PAF;Pilar;Chã do Pilar;05/12/2017;17
Parda;52.0;Masculino;Homicídio;PAF;Maribondo;Centro;05/12/2017;19
Parda;24.0;Masculino;Homicídio;BRANCA;Maceió;Farol;06/12/2017;13
Branca;17.0;Masculino;Homicídio;NI;Barra de Santo Antônio;Centro;06/12/2017;14
Parda;23.0;Masculino;Homicídio;PAF;Maceió;Jatiúca;06/12/2017;16
Parda;16.0;Masculino;Homicídio;PAF;Maceió;Cidade Universitária;06/12/2017;20
Branca;39.0;Masculino;Resistência com Resultado Morte;PAF;Maceió;Jardim Petrópolis;07/12/2017;05
Branca;21.0;Masculino;Homicídio;PAF;Água Branca;Centro;07/12/2017;05
Parda;26.0;Masculino;Resistência com Resultado Morte;PAF;Maragogi;Zona Rural;07/12/2017;06
Parda;20.0;Masculino;Resistência com Resultado Morte;PAF;Maragogi;Zona Rural;07/12/2017;06
Parda;28.0;Masculino;Homicídio;ESPANCAMENTO;Maceió;Cidade Universitária;07/12/2017;11
Parda;33.0;Masculino;Homicídio;PAF;Arapiraca;Brasília;07/12/2017;15
Parda;18.0;Masculino;Homicídio;PAF;Pilar;Chã do Pilar;07/12/2017;15
Parda;19.0;Masculino;Homicídio;PAF;Pilar;Chã do Pilar;07/12/2017;15
Parda;19.0;Masculino;Homicídio;PAF;Teotônio Vilela;Centro;08/12/2017;03
Parda;47.0;Masculino;Homicídio;PAF;Pilar;Zona Rural;08/12/2017;17
Parda;21.0;Masculino;Homicídio;PAF;Arapiraca;Centro;08/12/2017;21
Parda;46.0;Masculino;Homicídio;BRANCA;Penedo;Santa Luzia;08/12/2017;22
Parda;24.0;Masculino;Homicídio;PAF;Porto Real do Colégio;Centro;09/12/2017;01
Parda;37.0;Masculino;Roubo com Resultado Morte;PAF;Colônia Leopoldina;Centro;09/12/2017;03
Parda;23.0;Masculino;Homicídio;PAF;Santa Luzia do Norte;Zona Rural;09/12/2017;09
Parda;41.0;Masculino;Homicídio;PAF;Matriz de Camaragibe;Centro;09/12/2017;19
Parda;23.0;Masculino;Homicídio;PAF;Murici;Centro;10/12/2017;01
Parda;20.0;Masculino;Homicídio;PAF;Traipu;Zona Rural;10/12/2017;02
Parda;17.0;Masculino;Homicídio;OUTROS;São Miguel dos Campos;Centro;10/12/2017;02
Parda;17.0;Masculino;Homicídio;ESPANCAMENTO;Maceió;Barro Duro;10/12/2017;09
Branca;21.0;Masculino;Homicídio;PAF;Rio Largo;Mata do Rolo;10/12/2017;11
Branca;18.0;Masculino;Homicídio;PAF;Maceió;Jacintinho;10/12/2017;15
Amarela;44.0;Masculino;Homicídio;BRANCA;Colônia Leopoldina;Zona Rural;10/12/2017;17
Parda;49.0;Masculino;Homicídio;PAF;Igaci;Centro;10/12/2017;20
Parda;16.0;Masculino;Homicídio;PAF;São José da Tapera;Centro;10/12/2017;20
Branca;25.0;Masculino;Homicídio;PAF;Chã Preta;Centro;11/12/2017;02
Parda;53.0;Masculino;Homicídio;BRANCA;Piaçabuçu;Zona Rural;11/12/2017;17
Parda;34.0;Masculino;Homicídio;PAF;Anadia;Zona Rural;11/12/2017;20
Branca;48.0;Masculino;Roubo com Resultado Morte;ASFIXIA MECÂNICA;São Luís do Quitunde;Centro;11/12/2017;23
Preta;24.0;Masculino;Homicídio;PAF;Teotônio Vilela;Zona Rural;12/12/2017;17
Preta;28.0;Masculino;Homicídio;PAF;Maceió;Jacintinho;12/12/2017;18
Parda;34.0;Masculino;Homicídio;BRANCA;Girau do Ponciano;Zona Rural;13/12/2017;17
Preta;39.0;Masculino;Homicídio;PAF;Maceió;Tabuleiro do Martins;13/12/2017;18
Parda;18.0;Masculino;Homicídio;PAF;Roteiro;Zona Rural;14/12/2017;13
Parda;51.0;Masculino;Homicídio;ESPANCAMENTO;Maceió;Gruta de Lourdes;14/12/2017;16
Parda;19.0;Masculino;Homicídio;PAF;Maceió;Jacintinho;14/12/2017;17
Preta;19.0;Masculino;Homicídio;PAF;Maceió;Pontal da Barra;14/12/2017;21
Amarela;31.0;Masculino;Homicídio;NI;Rio Largo;Mata do Rolo;15/12/2017;05
Branca;30.0;Masculino;Homicídio;PAF;Delmiro Gouveia;Zona Rural;15/12/2017;06
Parda;50.0;Feminino;Homicídio;PAF;Craíbas;Zona Rural;15/12/2017;14
Branca;17.0;Masculino;Roubo com Resultado Morte;PAF;Inhapi;Zona Rural;15/12/2017;15
Branca;34.0;Masculino;Homicídio;PAF;Batalha;Centro;15/12/2017;20
Parda;30.0;Masculino;Homicídio;PAF;Anadia;Centro;15/12/2017;20
Parda;26.0;Masculino;Homicídio;PAF;Rio Largo;Centro;15/12/2017;21
Parda;22.0;Masculino;Homicídio;PAF;Maceió;Fernão Velho;16/12/2017;03
