skin_color;age;sex;complement;death_type;city;neighborhood;date;hour
Parda;26.0;Masculino;Homicídio;PAF/B;Flexeiras;Centro;10/09/2020;23
Parda;24.0;Masculino;Homicídio;PAF;Maceió;Benedito Bentes;11/09/2020;23
Parda;23.0;Masculino;Homicídio;PAF;Flexeiras;Centro;12/09/2020;01
Parda;19.0;Feminino;Feminicídio;BRANCA;Atalaia;Zona Rural;12/09/2020;08
Preta;27.0;Masculino;Homicídio;PAF;Maceió;Benedito Bentes;12/09/2020;12
Parda;31.0;Masculino;Homicídio;PAF;São Miguel dos Milagres;Zona Rural;12/09/2020;17
Parda;53.0;Masculino;Homicídio;PAF;Porto Calvo;Centro;12/09/2020;20
Branca;31.0;Masculino;Homicídio;QUEIMADURA;Maceió;Ponta Verde;12/09/2020;23
Preta;25.0;Masculino;Homicídio;PAF;Maceió;Cidade Universitária;13/09/2020;01
Parda;34.0;Masculino;Homicídio;PAF;São Sebastião;Zona Rural;13/09/2020;12
Parda;24.0;Masculino;Homicídio;NI;Maceió;Benedito Bentes;13/09/2020;15
Parda;17.0;Masculino;Resistência com Resultado Morte;PAF;Maceió;Cidade Universitária;13/09/2020;16
Parda;50.0;Masculino;Homicídio;PAF;Olivença;Zona Rural;14/09/2020;08
Branca;57.0;Masculino;Homicídio;PAF;Traipu;Zona Rural;14/09/2020;11
Preta;20.0;Feminino;Homicídio;BRANCA;Maceió;Jacarecica;15/09/2020;17
Parda;42.0;Masculino;Homicídio;ESPANCAMENTO;Palestina;Centro;16/09/2020;00
Parda;35.0;Masculino;Homicídio;PAF;Maceió;Jacintinho;16/09/2020;09
Parda;21.0;Masculino;Homicídio;PAF;Boca da Mata;Centro;16/09/2020;18
Branca;24.0;Masculino;Homicídio;PAF;Maceió;Tabuleiro do Martins;16/09/2020;19
Preta;25.0;Masculino;Homicídio;PAF;Maceió;Benedito Bentes;16/09/2020;20
Branca;21.0;Masculino;Homicídio;PAF;Maragogi;Zona Rural;16/09/2020;20
Parda;17.0;Masculino;Homicídio;PAF;Matriz de Camaragibe;Centro;16/09/2020;23
Parda;32.0;Feminino;Homicídio;PAF/B;Marechal Deodoro;Zona Rural;17/09/2020;06
Branca;46.0;Masculino;Homicídio;PAF;Flexeiras;Zona Rural;17/09/2020;14
Parda;32.0;Masculino;Homicídio;PAF;Maceió;Chã da Jaqueira;17/09/2020;17
Parda;28.0;Masculino;Homicídio;PAF;Maceió;Poço;17/09/2020;20
Parda;27.0;Masculino;Homicídio;PAF;Maceió;Poço;17/09/2020;20
Parda;35.0;Masculino;Homicídio;PAF;Maceió;Santa Lúcia;18/09/2020;21
Parda;23.0;Masculino;Homicídio;PAF;Rio Largo;Mata do Rolo;18/09/2020;22
Parda;23.0;Masculino;Homicídio;ESPANCAMENTO;Maceió;Clima Bom;19/09/2020;05
Parda;42.0;Masculino;Homicídio;PAF;Canapi;Zona Rural;20/09/2020;00
Parda;24.0;Masculino;Homicídio;PAF;Arapiraca;Ouro Preto;20/09/2020;03
Branca;38.0;Masculino;Homicídio;PAF;Craíbas;Zona Rural;20/09/2020;15
Parda;32.0;Masculino;Homicídio;PAF;Cajueiro;Zona Rural;20/09/2020;19
Parda;40.0;Masculino;Homicídio;BRANCA;Cajueiro;Centro;21/09/2020;12
Parda;20.0;Masculino;Homicídio;PAF;Arapiraca;Sítio Bom Nome;21/09/2020;15
Parda;24.0;Masculino;Homicídio;NI;Arapiraca;Sítio Bom Nome;21/09/2020;15
Parda;23.0;Masculino;Homicídio;PAF;Maceió;Clima Bom;21/09/2020;22
Parda;18.0;Masculino;Homicídio;PAF;Santana do Ipanema;Zona Rural;22/09/2020;20
Parda;17.0;Feminino;Homicídio;PAF;Maceió;Chã da Jaqueira;22/09/2020;21
Parda;22.0;Masculino;Homicídio;PAF;Rio Largo;Mata do Rolo;22/09/2020;23
Parda;32.0;Feminino;Feminicídio;BRANCA;Maceió;Feitosa;23/09/2020;03
Parda;25.0;Masculino;Homicídio;PAF;Dois Riachos;Centro;23/09/2020;16
Parda;59.0;Masculino;Homicídio;PAF;Limoeiro de Anadia;Zona Rural;23/09/2020;18
Parda;21.0;Masculino;Homicídio;PAF;Traipu;Zona Rural;23/09/2020;19
Parda;16.0;Masculino;Resistência com Resultado Morte;PAF;Cajueiro;Centro;23/09/2020;21
Preta;24.0;Masculino;Homicídio;PAF;Barra de São Miguel;Centro;23/09/2020;22
Parda;59.0;Masculino;Homicídio;ESPANCAMENTO;Piranhas;Zona Rural;24/09/2020;00
Parda;32.0;Masculino;Homicídio;BRANCA;Arapiraca;Zélia Barbosa Rocha;24/09/2020;14
Preta;20.0;Masculino;Homicídio;PAF;Capela;Centro;24/09/2020;16
Branca;21.0;Masculino;Homicídio;PAF;Junqueiro;Zona Rural;25/09/2020;02
Parda;14.0;Masculino;Homicídio;BRANCA;Maceió;Benedito Bentes;25/09/2020;08
Parda;34.0;Masculino;Homicídio;PAF;Penedo;Centro;25/09/2020;10
Parda;22.0;Masculino;Homicídio;PAF;São José da Laje;Centro;25/09/2020;15
Branca;18.0;Masculino;Homicídio;PAF;São José da Laje;Centro;25/09/2020;15
Parda;18.0;Masculino;Homicídio;BRANCA;Teotônio Vilela;Centro;25/09/2020;15
Parda;19.0;Masculino;Homicídio;PAF;Branquinha;Zona Rural;25/09/2020;16
Parda;55.0;Feminino;Homicídio;PAF/B;Maceió;Serraria;25/09/2020;21
Branca;59.0;Masculino;Homicídio;PAF/B;Maceió;Serraria;25/09/2020;21
Parda;23.0;Feminino;Feminicídio;PAF;Maceió;Cidade Universitária;26/09/2020;09
Parda;17.0;Masculino;Homicídio;PAF;Rio Largo;Mata do Rolo;26/09/2020;19
Parda;48.0;Masculino;Homicídio;PAF;São José da Laje;Centro;26/09/2020;20
Parda;25.0;Masculino;Homicídio;PAF;Maceió;Chã da Jaqueira;27/09/2020;03
Parda;18.0;Masculino;Homicídio;PAF;Maceió;Feitosa;27/09/2020;16
Parda;15.0;Masculino;Homicídio;PAF;São Miguel dos Campos;Centro;27/09/2020;17
Preta;19.0;Masculino;Resistência com Resultado Morte;PAF;Maceió;Jacintinho;27/09/2020;18
Parda;55.0;Masculino;Homicídio;PAF;Delmiro Gouveia;Zona Rural;27/09/2020;20
Parda;25.0;Feminino;Feminicídio;PAF;Maceió;Feitosa;27/09/2020;22
Preta;24.0;Masculino;Homicídio;PAF;Maceió;Canaã;28/09/2020;14
Parda;47.0;Masculino;Homicídio;PAF;Cacimbinhas;Zona Rural;28/09/2020;17
Preta;23.0;Masculino;Homicídio;PAF;Maceió;Feitosa;28/09/2020;18
Parda;18.0;Masculino;Homicídio;PAF;Taquarana;Zona Rural;28/09/2020;21
Parda;42.0;Masculino;Homicídio;PAF;Teotônio Vilela;Centro;29/09/2020;20
Parda;24.0;Masculino;Homicídio;BRANCA;São José da Laje;Zona Rural;30/09/2020;06
Preta;37.0;Masculino;Homicídio;PAF;Colônia Leopoldina;Zona Rural;30/09/2020;11
Parda;59.0;Masculino;Homicídio;PAF;Colônia Leopoldina;Zona Rural;30/09/2020;11
Branca;28.0;Masculino;Homicídio;PAF;Olho d Água do Casado;Zona Rural;30/09/2020;13
Branca;25.0;Masculino;Homicídio;PAF;São Luís do Quitunde;Centro;30/09/2020;15
Parda;26.0;Masculino;Homicídio;PAF;Igaci;Zona Rural;30/09/2020;16
Parda;28.0;Masculino;Homicídio;ESPANCAMENTO;Coruripe;Zona Rural;01/10/2020;01
Branca;28.0;Masculino;Homicídio;PAF;Barra de Santo Antônio;Zona Rural;01/10/2020;07
Parda;18.0;Masculino;Homicídio;PAF;Maceió;Chã de Bebedouro;01/10/2020;20
Parda;17.0;Feminino;Homicídio;PAF;Maceió;Feitosa;01/10/2020;21
Branca;45.0;Masculino;Roubo com Resultado Morte;NI;Teotônio Vilela;Zona Rural;02/10/2020;04
Parda;20.0;Masculino;Homicídio;PAF;Taquarana;Zona Rural;02/10/2020;18
Parda;52.0;Masculino;Homicídio;ESPANCAMENTO;Flexeiras;Zona Rural;02/10/2020;18
Parda;31.0;Masculino;Resistência com Resultado Morte;PAF;Major Isidoro;Centro;02/10/2020;18
Branca;48.0;Masculino;Homicídio;PAF;Teotônio Vilela;Centro;02/10/2020;22
Branca;40.0;Masculino;Homicídio;PAF;Batalha;Centro;02/10/2020;23
Parda;21.0;Masculino;Homicídio;PAF;União dos Palmares;Vaquejada;03/10/2020;00
Parda;21.0;Masculino;Homicídio;PAF;União dos Palmares;Vaquejada;03/10/2020;00
Parda;24.0;Masculino;Homicídio;PAF;Maceió;São Jorge;03/10/2020;01
Branca;63.0;Masculino;Homicídio;PAF;Igaci;Zona Rural;03/10/2020;17
Parda;33.0;Masculino;Homicídio;PAF;Maceió;Feitosa;03/10/2020;19
Parda;22.0;Masculino;Homicídio;BRANCA;Ibateguara;Centro;03/10/2020;20
Branca;28.0;Masculino;Homicídio;BRANCA;Olho d Água das Flores;Centro;03/10/2020;21
Parda;25.0;Masculino;Homicídio;PAF;Maceió;Benedito Bentes;03/10/2020;21
Parda;32.0;Masculino;Homicídio;BRANCA;Maceió;Levada;04/10/2020;01
Branca;31.0;Masculino;Homicídio;PAF;Coité do Nóia;Zona Rural;04/10/2020;15
Branca;59.0;Masculino;Roubo com Resultado Morte;BRANCA;Feira Grande;Centro;05/10/2020;03
Parda;42.0;Masculino;Homicídio;ESPANCAMENTO;Maceió;Cidade Universitária;05/10/2020;06
Parda;22.0;Masculino;Resistência com Resultado Morte;PAF;Maceió;Petrópolis;05/10/2020;17
Parda;41.0;Feminino;Feminicídio;NI;Piaçabuçu;Zona Rural;05/10/2020;17
Branca;74.0;Masculino;Homicídio;PAF;Campo Alegre;Luziápolis;05/10/2020;23
Branca;16.0;Masculino;Homicídio;BRANCA;Arapiraca;Olho d Água dos Cazuzinhos;06/10/2020;09
Parda;25.0;Masculino;Homicídio;PAF;Maceió;Benedito Bentes;07/10/2020;07
Parda;38.0;Masculino;Homicídio;PAF;Arapiraca;Cacimbas;07/10/2020;09
Parda;42.0;Masculino;Homicídio;PAF;Colônia Leopoldina;Zona Rural;07/10/2020;21
Parda;34.0;Feminino;Feminicídio;ESPANCAMENTO;Japaratinga;Zona Rural;08/10/2020;05
NI;NA;Masculino;Homicídio;ESPANCAMENTO;Arapiraca;Olho d Água dos Cazuzinhos;08/10/2020;05
Parda;47.0;Masculino;Homicídio;ESPANCAMENTO;Pilar;Chã do Pilar;08/10/2020;19
Branca;34.0;Masculino;Resistência com Resultado Morte;PAF;Porto Real do Colégio;Zona Rural;08/10/2020;20
Parda;61.0;Masculino;Homicídio;PAF;Maragogi;Zona Rural;09/10/2020;08
Parda;16.0;Masculino;Homicídio;PAF;Maceió;Santa Lúcia;09/10/2020;12
Parda;18.0;Masculino;Homicídio;ESPANCAMENTO;Maceió;Benedito Bentes;10/10/2020;04
Parda;19.0;Masculino;Homicídio;PAF;União dos Palmares;Várzea Grande;10/10/2020;17
Branca;24.0;Masculino;Homicídio;PAF;Arapiraca;Batingas;10/10/2020;19
Parda;27.0;Masculino;Homicídio;PAF;São Miguel dos Campos;Centro;10/10/2020;20
Parda;17.0;Masculino;Homicídio;PAF;Canapi;Zona Rural;10/10/2020;21
Parda;48.0;Masculino;Homicídio;PAF;Canapi;Zona Rural;10/10/2020;21
Parda;21.0;Masculino;Homicídio;BRANCA;Porto de Pedras;Centro;11/10/2020;03
Parda;22.0;Masculino;Homicídio;PAF;Coqueiro Seco;Centro;11/10/2020;11
Parda;23.0;Masculino;Homicídio;BRANCA;Maceió;Jacintinho;12/10/2020;01
Parda;72.0;Masculino;Roubo com Resultado Morte;BRANCA;Maceió;Fernão Velho;12/10/2020;06
Branca;32.0;Masculino;Homicídio;PAF;São Sebastião;Zona Rural;12/10/2020;09
Parda;23.0;Masculino;Homicídio;PAF;Penedo;Centro;12/10/2020;14
Parda;39.0;Masculino;Homicídio;PAF;São José da Tapera;Centro;12/10/2020;15
Branca;27.0;Masculino;Homicídio;PAF;Arapiraca;Sítio Bálsamo;12/10/2020;19
Parda;19.0;Masculino;Homicídio;PAF;Colônia Leopoldina;Centro;13/10/2020;00
Parda;18.0;Masculino;Resistência com Resultado Morte;PAF;Maceió;Benedito Bentes;13/10/2020;00
Parda;21.0;Masculino;Homicídio;PAF;Maceió;Benedito Bentes;13/10/2020;21
Preta;25.0;Feminino;Homicídio;PAF;Arapiraca;Primavera;13/10/2020;21
Parda;50.0;Masculino;Homicídio;PAF;Maceió;Clima Bom;14/10/2020;16
Branca;25.0;Masculino;Homicídio;PAF;Lagoa da Canoa;Centro;14/10/2020;23
Parda;17.0;Masculino;Resistência com Resultado Morte;PAF;Marechal Deodoro;Massagueira;15/10/2020;19
Parda;17.0;Masculino;Homicídio;PAF;Maceió;Tabuleiro do Martins;16/10/2020;16
Parda;16.0;Masculino;Homicídio;PAF;Maceió;Tabuleiro do Martins;16/10/2020;16
Parda;35.0;Masculino;Homicídio;PAF;Feira Grande;Zona Rural;16/10/2020;19
Parda;19.0;Masculino;Homicídio;BRANCA;Paulo Jacinto;Centro;16/10/2020;20
Preta;16.0;Masculino;Homicídio;ESPANCAMENTO;Murici;Centro;16/10/2020;21
Parda;16.0;Feminino;Homicídio;PAF;Rio Largo;Centro;16/10/2020;23
Parda;23.0;Masculino;Homicídio;PAF;Maceió;Chã da Jaqueira;17/10/2020;09
Parda;31.0;Masculino;Homicídio;PAF;Barra de Santo Antônio;Zona Rural;17/10/2020;21
Parda;23.0;Masculino;Homicídio;PAF;Olho d Água das Flores;Zona Rural;17/10/2020;22
Parda;22.0;Masculino;Homicídio;PAF;Maceió;Santos Dumont;17/10/2020;23
Parda;16.0;Masculino;Homicídio;PAF;Penedo;Zona Rural;18/10/2020;01
Parda;38.0;Masculino;Homicídio;PAF;Piaçabuçu;Zona Rural;18/10/2020;03
Parda;24.0;Masculino;Homicídio;PAF;São Miguel dos Campos;Centro;18/10/2020;04
Preta;24.0;Masculino;Homicídio;NI;Mata Grande;Centro;18/10/2020;08
Parda;29.0;Masculino;Homicídio;PAF;Rio Largo;Centro;18/10/2020;14
Preta;35.0;Masculino;Homicídio;BRANCA;Junqueiro;Zona Rural;18/10/2020;16
Branca;68.0;Masculino;Homicídio;PAF;São Sebastião;Zona Rural;18/10/2020;19
Parda;23.0;Masculino;Homicídio;PAF;Cajueiro;Zona Rural;18/10/2020;20
Preta;33.0;Masculino;Homicídio;PAF;Cajueiro;Zona Rural;18/10/2020;20
Branca;24.0;Masculino;Homicídio;PAF;Maceió;Clima Bom;18/10/2020;22
Parda;23.0;Masculino;Homicídio;PAF;Atalaia;Zona Rural;19/10/2020;01
Parda;37.0;Feminino;Feminicídio;BRANCA;Mar Vermelho;Zona Rural;19/10/2020;15
Parda;31.0;Masculino;Resistência com Resultado Morte;PAF;Rio Largo;Tabuleiro do Pinto;19/10/2020;20
Parda;41.0;Masculino;Homicídio;BRANCA;Maceió;Levada;19/10/2020;21
Parda;27.0;Masculino;Homicídio;PAF;Maceió;Feitosa;19/10/2020;21
Branca;56.0;Masculino;Homicídio;PAF;Piranhas;Zona Rural;21/10/2020;19
Parda;22.0;Masculino;Homicídio;PAF;Jacaré dos Homens;Centro;22/10/2020;02
Parda;20.0;Masculino;Homicídio;BRANCA;Maceió;Cruz das Almas;22/10/2020;05
Parda;19.0;Masculino;Homicídio;PAF;Viçosa;Centro;22/10/2020;15
Branca;57.0;Masculino;Homicídio;PAF;Maceió;Levada;23/10/2020;20
Preta;31.0;Feminino;Feminicídio;BRANCA;Atalaia;Vila José Paulino;23/10/2020;22
Parda;25.0;Masculino;Homicídio;PAF;Rio Largo;Mata do Rolo;24/10/2020;12
Branca;61.0;Masculino;Homicídio;BRANCA;Maceió;Trapiche da Barra;24/10/2020;12
Parda;31.0;Masculino;Homicídio;PAF;Maceió;Benedito Bentes;24/10/2020;14
Parda;21.0;Masculino;Homicídio;BRANCA;São José da Laje;Zona Rural;24/10/2020;15
Parda;31.0;Masculino;Homicídio;PAF;União dos Palmares;Zona Rural;24/10/2020;18
Parda;18.0;Masculino;Homicídio;PAF;Maceió;Ipioca;25/10/2020;02
Parda;22.0;Masculino;Homicídio;PAF;Rio Largo;Centro;25/10/2020;03
Branca;28.0;Masculino;Homicídio;ESPANCAMENTO;Porto Calvo;Zona Rural;25/10/2020;04
Branca;67.0;Masculino;Homicídio;BRANCA;Colônia Leopoldina;Zona Rural;25/10/2020;08
Preta;19.0;Feminino;Homicídio;PAF;Maceió;Clima Bom;25/10/2020;12
Parda;25.0;Masculino;Homicídio;PAF;Maceió;Vergel do Lago;25/10/2020;13
Parda;21.0;Masculino;Homicídio;PAF;Maceió;Feitosa;25/10/2020;23
Parda;19.0;Masculino;Homicídio;PAF;Rio Largo;Mata do Rolo;25/10/2020;23
Parda;34.0;Masculino;Homicídio;PAF;Igaci;Centro;26/10/2020;18
Parda;27.0;Masculino;Homicídio;ASFIXIA MECÂNICA;Viçosa;Zona Rural;28/10/2020;08
Branca;25.0;Masculino;Homicídio;BRANCA;Boca da Mata;Zona Rural;28/10/2020;15
Parda;30.0;Masculino;Homicídio;PAF;Barra de Santo Antônio;Centro;28/10/2020;19
Preta;32.0;Masculino;Homicídio;PAF;Barra de Santo Antônio;Centro;28/10/2020;19
Parda;20.0;Masculino;Homicídio;PAF;Arapiraca;Massaranduba;30/10/2020;18
Parda;20.0;Masculino;Homicídio;PAF;Maceió;Serraria;30/10/2020;21
Preta;19.0;Masculino;Homicídio;PAF;Maceió;Benedito Bentes;30/10/2020;22
Parda;23.0;Masculino;Homicídio;PAF;Olivença;Centro;30/10/2020;22
Parda;26.0;Masculino;Homicídio;PAF;Olivença;Centro;30/10/2020;22
Branca;39.0;Masculino;Homicídio;PAF;Batalha;Zona Rural;31/10/2020;19
Branca;26.0;Masculino;Homicídio;PAF;Major Isidoro;Centro;31/10/2020;20
Branca;31.0;Masculino;Lesão Corporal Seguida de Morte;BRANCA;Maceió;Ponta Grossa;31/10/2020;21
Parda;37.0;Feminino;Homicídio;PAF;Igreja Nova;Zona Rural;01/11/2020;02
Branca;NA;Masculino;Homicídio;ESPANCAMENTO;Maravilha;Zona Rural;01/11/2020;08
Branca;57.0;Masculino;Homicídio;PAF;Paulo Jacinto;Centro;01/11/2020;11
Branca;46.0;Masculino;Homicídio;OUTROS;Santana do Ipanema;Centro;01/11/2020;17
Branca;51.0;Masculino;Homicídio;PAF;Jundiá;Zona Rural;01/11/2020;21
Parda;31.0;Masculino;Homicídio;BRANCA;Maceió;Tabuleiro do Martins;02/11/2020;07
Parda;16.0;Feminino;Homicídio;NI;Maragogi;Zona Rural;02/11/2020;09
Branca;21.0;Masculino;Homicídio;PAF;Maceió;Benedito Bentes;02/11/2020;17
Parda;50.0;Masculino;Homicídio;BRANCA;Maceió;Pajuçara;03/11/2020;01
Parda;61.0;Masculino;Homicídio;PAF;Maceió;Rio Novo;03/11/2020;07
Branca;24.0;Masculino;Homicídio;PAF;Maceió;Tabuleiro do Martins;03/11/2020;15
Parda;25.0;Masculino;Homicídio;PAF;Atalaia;Zona Rural;03/11/2020;16
Parda;19.0;Masculino;Homicídio;PAF;Maceió;Feitosa;03/11/2020;20
Parda;44.0;Masculino;Homicídio;PAF;Maceió;Clima Bom;04/11/2020;17
Parda;27.0;Masculino;Homicídio;ESPANCAMENTO;Maceió;Benedito Bentes;04/11/2020;18
Parda;25.0;Masculino;Homicídio;PAF;Maceió;Vergel do Lago;05/11/2020;05
Parda;24.0;Masculino;Homicídio;PAF;Pão de Açúcar;Zona Rural;05/11/2020;07
Parda;18.0;Masculino;Homicídio;PAF;União dos Palmares;Santa Fé;06/11/2020;00
Parda;36.0;Masculino;Homicídio;PAF;Maribondo;Centro;06/11/2020;16
Parda;39.0;Masculino;Homicídio;PAF;Maceió;Jacintinho;06/11/2020;19
Preta;30.0;Masculino;Homicídio;PAF;Arapiraca;Batingas;07/11/2020;01
Parda;46.0;Masculino;Homicídio;ESPANCAMENTO;Canapi;Zona Rural;07/11/2020;08
Parda;22.0;Masculino;Homicídio;PAF;São Luís do Quitunde;Centro;07/11/2020;21
Parda;38.0;Feminino;Feminicídio;ESPANCAMENTO;Maceió;Cidade Universitária;07/11/2020;23
Parda;38.0;Masculino;Lesão Corporal Seguida de Morte;OUTROS;Arapiraca;Caititus;08/11/2020;00
Preta;50.0;Masculino;Homicídio;PAF;Dois Riachos;Zona Rural;08/11/2020;05
Parda;24.0;Masculino;Homicídio;PAF;Maceió;Cidade Universitária;08/11/2020;08
Branca;29.0;Masculino;Homicídio;PAF;Girau do Ponciano;Zona Rural;08/11/2020;12
Parda;19.0;Masculino;Homicídio;PAF;Maceió;Ouro Preto;08/11/2020;14
Branca;17.0;Masculino;Homicídio;BRANCA;Maceió;Benedito Bentes;08/11/2020;18
Branca;21.0;Masculino;Homicídio;ASFIXIA MECÂNICA;Maceió;Benedito Bentes;08/11/2020;18
Parda;19.0;Masculino;Homicídio;PAF;Maragogi;Zona Rural;08/11/2020;23
Parda;27.0;Masculino;Homicídio;ESPANCAMENTO;Maceió;Cidade Universitária;09/11/2020;02
Parda;42.0;Masculino;Homicídio;ESPANCAMENTO;Rio Largo;Zona Rural;09/11/2020;05
Parda;18.0;Masculino;Homicídio;PAF/B;Maceió;Cidade Universitária;09/11/2020;06
Branca;59.0;Masculino;Homicídio;PAF;Taquarana;Centro;10/11/2020;06
Parda;40.0;Masculino;Homicídio;ESPANCAMENTO;Arapiraca;Itapoã;10/11/2020;08
Parda;44.0;Masculino;Homicídio;PAF;Penedo;Centro;10/11/2020;16
Parda;44.0;Masculino;Homicídio;BRANCA;Palmeira dos Índios;Centro;10/11/2020;23
Preta;73.0;Masculino;Homicídio;BRANCA;Maceió;Cidade Universitária;11/11/2020;05
Branca;61.0;Masculino;Roubo com Resultado Morte;PAF;Arapiraca;Brasília;12/11/2020;21
Parda;28.0;Masculino;Homicídio;PAF;Paulo Jacinto;Centro;13/11/2020;08
Parda;20.0;Masculino;Homicídio;ESPANCAMENTO;Flexeiras;Centro;13/11/2020;21
Parda;28.0;Masculino;Resistência com Resultado Morte;PAF;São Luís do Quitunde;Zona Rural;13/11/2020;21
Parda;17.0;Masculino;Resistência com Resultado Morte;PAF;São Luís do Quitunde;Zona Rural;13/11/2020;21
Parda;17.0;Masculino;Homicídio;ESPANCAMENTO;Flexeiras;Zona Rural;13/11/2020;23
Branca;43.0;Masculino;Homicídio;PAF;Arapiraca;Padre Antônio Lima Neto;14/11/2020;09
Parda;31.0;Masculino;Homicídio;PAF;Maceió;Jacintinho;14/11/2020;11
Parda;26.0;Masculino;Homicídio;PAF;Palmeira dos Índios;Juca Sampaio;14/11/2020;19
Preta;27.0;Masculino;Homicídio;PAF;Maceió;Cidade Universitária;14/11/2020;19
Parda;39.0;Feminino;Feminicídio;BRANCA;Maceió;Benedito Bentes;14/11/2020;21
Parda;24.0;Masculino;Homicídio;PAF;Maceió;Benedito Bentes;14/11/2020;22
Parda;31.0;Masculino;Homicídio;PAF;Arapiraca;João Paulo II;15/11/2020;10
Parda;49.0;Masculino;Homicídio;PAF;Marechal Deodoro;Zona Rural;15/11/2020;19
Parda;21.0;Masculino;Homicídio;PAF;Colônia Leopoldina;Centro;15/11/2020;22
Preta;18.0;Masculino;Homicídio;PAF;União dos Palmares;Roberto Correia de Araújo;16/11/2020;00
Parda;31.0;Masculino;Homicídio;PAF;Pão de Açúcar;Zona Rural;16/11/2020;03
Branca;37.0;Masculino;Homicídio;PAF;Penedo;Centro;16/11/2020;17
Parda;36.0;Masculino;Homicídio;BRANCA;Porto Calvo;Centro;16/11/2020;17
Parda;19.0;Masculino;Homicídio;BRANCA;Maceió;Antares;16/11/2020;17
Parda;19.0;Masculino;Roubo com Resultado Morte;PAF;Maceió;Benedito Bentes;16/11/2020;22
Parda;20.0;Masculino;Homicídio;PAF;Capela;Centro;16/11/2020;23
Parda;38.0;Masculino;Homicídio;ESPANCAMENTO;Tanque d Arca;Centro;17/11/2020;05
Parda;35.0;Masculino;Homicídio;PAF;Maceió;Benedito Bentes;17/11/2020;12
Parda;27.0;Masculino;Homicídio;PAF;Maceió;Jacintinho;17/11/2020;18
Branca;26.0;Masculino;Homicídio;PAF;Rio Largo;Centro;17/11/2020;20
Parda;41.0;Masculino;Homicídio;BRANCA;Maceió;Ouro Preto;17/11/2020;21
Parda;22.0;Masculino;Homicídio;BRANCA;Maceió;Cidade Universitária;17/11/2020;21
Preta;19.0;Masculino;Homicídio;PAF;Matriz de Camaragibe;Zona Rural;18/11/2020;09
Parda;35.0;Masculino;Homicídio;QUEIMADURA;Junqueiro;Zona Rural;18/11/2020;10
NI;17.0;Masculino;Homicídio;PAF;Arapiraca;Olho d Água dos Cazuzinhos;19/11/2020;08
Parda;42.0;Masculino;Homicídio;BRANCA;Campo Alegre;Zona Rural;19/11/2020;09
Branca;21.0;Masculino;Homicídio;PAF;Maceió;Prado;19/11/2020;15
Branca;21.0;Masculino;Homicídio;PAF;Maceió;Petrópolis;19/11/2020;21
Preta;18.0;Masculino;Homicídio;PAF;Olho d Água das Flores;Centro;19/11/2020;23
Parda;51.0;Masculino;Homicídio;PAF;União dos Palmares;Centro;19/11/2020;23
Parda;22.0;Masculino;Homicídio;PAF;Maceió;Chã da Jaqueira;20/11/2020;05
Branca;22.0;Masculino;Homicídio;PAF;Maceió;Santa Lúcia;20/11/2020;12
Parda;17.0;Masculino;Homicídio;PAF;Maragogi;Centro;20/11/2020;16
Parda;33.0;Masculino;Homicídio;NI;Maceió;Jacintinho;20/11/2020;21
Parda;29.0;Masculino;Homicídio;PAF;Maceió;Tabuleiro do Martins;21/11/2020;03
Parda;45.0;Feminino;Homicídio;BRANCA;Batalha;Zona Rural;21/11/2020;09
Parda;30.0;Masculino;Homicídio;PAF;Olho d Água das Flores;Centro;21/11/2020;09
Parda;18.0;Masculino;Resistência com Resultado Morte;PAF;Arapiraca;Povoado Canaã;21/11/2020;16
Parda;20.0;Masculino;Homicídio;PAF;Ibateguara;Zona Rural;21/11/2020;19
Parda;15.0;Masculino;Homicídio;PAF;Maceió;Santos Dumont;21/11/2020;20
Parda;31.0;Masculino;Homicídio;PAF;Maceió;Jacintinho;21/11/2020;22
Parda;21.0;Masculino;Homicídio;ESPANCAMENTO;Maceió;Cidade Universitária;21/11/2020;23
Preta;18.0;Masculino;Homicídio;PAF;Teotônio Vilela;Centro;22/11/2020;00
Preta;19.0;Masculino;Homicídio;PAF;Maceió;Cidade Universitária;22/11/2020;01
Parda;21.0;Masculino;Homicídio;PAF;Maceió;Santos Dumont;22/11/2020;03
Parda;27.0;Masculino;Homicídio;BRANCA;Água Branca;Zona Rural;22/11/2020;03
Branca;25.0;Masculino;Homicídio;PAF;Jequiá da Praia;Centro;22/11/2020;20
Branca;51.0;Feminino;Homicídio;NI;Maceió;Benedito Bentes;23/11/2020;07
Parda;36.0;Masculino;Homicídio;PAF;Maceió;Bom Parto;23/11/2020;12
Parda;19.0;Masculino;Homicídio;PAF;Maceió;Benedito Bentes;23/11/2020;19
Branca;27.0;Masculino;Homicídio;ESPANCAMENTO;Maceió;Jacarecica;24/11/2020;02
Branca;31.0;Masculino;Homicídio;NI;Penedo;Centro;24/11/2020;07
Branca;26.0;Masculino;Homicídio;NI;Arapiraca;Sítio Alazão;24/11/2020;08
Parda;17.0;Masculino;Homicídio;PAF;Maceió;Benedito Bentes;24/11/2020;17
Parda;17.0;Masculino;Homicídio;PAF;Dois Riachos;Zona Rural;24/11/2020;20
Parda;26.0;Masculino;Homicídio;PAF;Maceió;Benedito Bentes;24/11/2020;22
Parda;20.0;Masculino;Homicídio;PAF;Capela;Centro;24/11/2020;23
Parda;41.0;Masculino;Homicídio;PAF;Arapiraca;Sítio Cangandu;25/11/2020;15
